------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
|          |      9  |      0.9766  |     0.9531  |   0.9289  |               |              3.9319  |
|          |     10  |      0.9365  |     0.9795  |   0.9350  |               |              4.3154  |
|          |   eval  |      0.9365  |     0.9795  |   0.9350  |       0.9425  |              4.4860  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4688  |     0.6768  |   0.6823  |               |              0.4206  |
|          |      1  |      1.2324  |     0.8301  |   0.7721  |               |              0.8362  |
|          |      2  |      1.2188  |     0.8340  |   0.7373  |               |              1.2537  |
|          |      3  |      1.1572  |     0.8662  |   0.8240  |               |              1.6363  |
|          |      4  |      1.1035  |     0.9014  |   0.8381  |               |              2.0212  |
|          |      5  |      1.0889  |     0.8994  |   0.8403  |               |              2.4021  |
|          |      6  |      1.0566  |     0.9141  |   0.8705  |               |              2.7863  |
|          |      7  |      1.0586  |     0.9102  |   0.8895  |               |              3.1696  |
|          |      8  |      1.0029  |     0.9365  |   0.9181  |               |              3.5507  |
|          |      9  |      0.9722  |     0.9629  |   0.9286  |               |              3.9367  |
|          |     10  |      0.9321  |     0.9805  |   0.9342  |               |              4.3172  |
|          |   eval  |      0.9321  |     0.9805  |   0.9342  |       0.9411  |              4.4881  |
------------------------------------------------------------------------------------------------------
Mean: 0.9417    Std: 0.0008
/workspace/ese-3060-project/logs/6f399b25-eb5e-4949-b8ff-0100908abafc/log.pt
