experiment,git_hash,seed,tta_level,train_epochs,batch_size,lr,momentum,weight_decay,label_smoothing,whiten_bias_epochs,gpu_name,gpu_count,instance,run,total_time_seconds,final_tta_acc
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.19872246479988,0.9436999559402466
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.110231374263764,0.9407999515533447
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.191494843006135,0.9423999786376953
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.124259217500686,0.94159996509552
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.126035223007202,0.9423999786376953
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.214626765012741,0.9441999793052673
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.219693770885467,0.9434999823570251
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.221444680213928,0.939799964427948
grid_tta1_ep13.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,1,13.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,5.221639154672623,0.9412999749183655
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,11.647644592285156,0.9406999945640564
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.8211640014648434,0.9355999827384949
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.7258061962127687,0.9347999691963196
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.7287212269306185,0.9373999834060669
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.8190248653888696,0.9380999803543091
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.8291989550590517,0.9386000037193298
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.8309164199829104,0.9371999502182007
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.8333711068630216,0.9391999840736389
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.822427719116211,0.9382999539375305
grid_tta2_ep9.0,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.0,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,3.7364242177009586,0.9370999932289124
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,11.541490600585938,0.9402999877929688
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.158776404380799,0.9393999576568604
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.149240272521973,0.9405999779701233
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.064862957954407,0.9402999877929688
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.155277002811432,0.9395999908447266
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.1619535675048835,0.9396999478340149
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.151052878141403,0.9406999945640564
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.0757317833900455,0.9390999674797058
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.161284204721451,0.9375999569892883
grid_tta2_ep9.9,4503c63e22d27982c195b23d3d9b3f96d19bc2be,,2,9.9,1024,11.5,0.85,0.0153,0.2,3,NVIDIA A100 80GB PCIe,1,unknown,,4.158796249389649,0.9390999674797058
