------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
------------------------------------------------------------------------------------------------------
|       0  |      0  |      1.4053  |     0.7334  |   0.6924  |               |              8.4024  |
|       0  |      1  |      1.2715  |     0.8018  |   0.7398  |               |              8.8073  |
|       0  |      2  |      1.1895  |     0.8428  |   0.8381  |               |              9.2116  |
|       0  |      3  |      1.1523  |     0.8672  |   0.8112  |               |              9.5883  |
|       0  |      4  |      1.1445  |     0.8672  |   0.8374  |               |              9.9616  |
|       0  |      5  |      1.0986  |     0.8896  |   0.8595  |               |             10.3361  |
|       0  |      6  |      1.0420  |     0.9238  |   0.8938  |               |             10.7106  |
|       0  |      7  |      1.0137  |     0.9365  |   0.9068  |               |             11.0843  |
|       0  |      8  |      0.9639  |     0.9668  |   0.9177  |               |             11.4572  |
|       0  |      9  |      0.9473  |     0.9697  |   0.9330  |               |             11.7641  |
|       0  |   eval  |      0.9473  |     0.9697  |   0.9330  |       0.9383  |             11.8749  |
------------------------------------------------------------------------------------------------------
|       1  |      0  |      1.4121  |     0.7109  |   0.6800  |               |              0.4942  |
|       1  |      1  |      1.2754  |     0.8154  |   0.7924  |               |              0.8991  |
|       1  |      2  |      1.2031  |     0.8330  |   0.8055  |               |              1.3076  |
|       1  |      3  |      1.1523  |     0.8564  |   0.7435  |               |              1.6804  |
|       1  |      4  |      1.1318  |     0.8730  |   0.8524  |               |              2.0568  |
|       1  |      5  |      1.0732  |     0.9131  |   0.8533  |               |              2.4309  |
|       1  |      6  |      1.0430  |     0.9248  |   0.8883  |               |              2.8045  |
|       1  |      7  |      1.0146  |     0.9346  |   0.9018  |               |              3.1798  |
|       1  |      8  |      0.9775  |     0.9570  |   0.9198  |               |              3.5531  |
|       1  |      9  |      0.9346  |     0.9834  |   0.9308  |               |              3.8600  |
|       1  |   eval  |      0.9346  |     0.9834  |   0.9308  |       0.9391  |              3.9720  |
------------------------------------------------------------------------------------------------------
|       2  |      0  |      1.4160  |     0.7158  |   0.6812  |               |              0.4106  |
|       2  |      1  |      1.2715  |     0.7959  |   0.7372  |               |              0.8174  |
|       2  |      2  |      1.1924  |     0.8438  |   0.6905  |               |              1.2246  |
|       2  |      3  |      1.1729  |     0.8506  |   0.8299  |               |              1.5996  |
|       2  |      4  |      1.1318  |     0.8682  |   0.8206  |               |              1.9752  |
|       2  |      5  |      1.0859  |     0.8975  |   0.8550  |               |              2.3505  |
|       2  |      6  |      1.0469  |     0.9131  |   0.8940  |               |              2.7254  |
|       2  |      7  |      1.0234  |     0.9375  |   0.8979  |               |              3.1013  |
|       2  |      8  |      0.9683  |     0.9629  |   0.9199  |               |              3.4766  |
|       2  |      9  |      0.9331  |     0.9834  |   0.9322  |               |              3.7847  |
|       2  |   eval  |      0.9331  |     0.9834  |   0.9322  |       0.9395  |              3.8967  |
------------------------------------------------------------------------------------------------------
|       3  |      0  |      1.4424  |     0.6963  |   0.6580  |               |              0.4943  |
|       3  |      1  |      1.2803  |     0.7988  |   0.6823  |               |              0.9019  |
|       3  |      2  |      1.2129  |     0.8330  |   0.8177  |               |              1.3133  |
|       3  |      3  |      1.1445  |     0.8740  |   0.8367  |               |              1.6881  |
|       3  |      4  |      1.1084  |     0.8867  |   0.8191  |               |              2.0647  |
|       3  |      5  |      1.0840  |     0.8936  |   0.8662  |               |              2.4386  |
|       3  |      6  |      1.0312  |     0.9248  |   0.8965  |               |              2.8142  |
|       3  |      7  |      1.0068  |     0.9424  |   0.9021  |               |              3.1901  |
|       3  |      8  |      0.9565  |     0.9717  |   0.9161  |               |              3.5666  |
|       3  |      9  |      0.9419  |     0.9756  |   0.9340  |               |              3.8736  |
|       3  |   eval  |      0.9419  |     0.9756  |   0.9340  |       0.9417  |              3.9849  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4297  |     0.7021  |   0.6202  |               |              0.4941  |
|       4  |      1  |      1.2578  |     0.8203  |   0.7202  |               |              0.9013  |
|       4  |      2  |      1.2178  |     0.8242  |   0.7967  |               |              1.3114  |
|       4  |      3  |      1.1992  |     0.8359  |   0.7588  |               |              1.6865  |
|       4  |      4  |      1.1328  |     0.8682  |   0.8649  |               |              2.0645  |
|       4  |      5  |      1.0889  |     0.8916  |   0.8764  |               |              2.4403  |
|       4  |      6  |      1.0459  |     0.9180  |   0.8991  |               |              2.8151  |
|       4  |      7  |      1.0098  |     0.9404  |   0.8986  |               |              3.1931  |
|       4  |      8  |      0.9741  |     0.9629  |   0.9232  |               |              3.5689  |
|       4  |      9  |      0.9233  |     0.9902  |   0.9339  |               |              3.8784  |
|       4  |   eval  |      0.9233  |     0.9902  |   0.9339  |       0.9416  |              3.9910  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4434  |     0.7021  |   0.6524  |               |              0.4953  |
|       5  |      1  |      1.2529  |     0.8076  |   0.7648  |               |              0.9035  |
|       5  |      2  |      1.2021  |     0.8340  |   0.8245  |               |              1.3141  |
|       5  |      3  |      1.1523  |     0.8721  |   0.8524  |               |              1.6903  |
|       5  |      4  |      1.1289  |     0.8740  |   0.8461  |               |              2.0685  |
|       5  |      5  |      1.0859  |     0.9053  |   0.8550  |               |              2.4443  |
|       5  |      6  |      1.0498  |     0.9131  |   0.8875  |               |              2.8221  |
|       5  |      7  |      1.0107  |     0.9424  |   0.9051  |               |              3.1994  |
|       5  |      8  |      0.9546  |     0.9727  |   0.9247  |               |              3.5751  |
|       5  |      9  |      0.9463  |     0.9756  |   0.9321  |               |              3.8855  |
|       5  |   eval  |      0.9463  |     0.9756  |   0.9321  |       0.9367  |              3.9969  |
