------------------------------------------------------------------------------------------------------
|  run     |  epoch  |  train_loss  |  train_acc  |  val_acc  |  tta_val_acc  |  total_time_seconds  |
------------------------------------------------------------------------------------------------------
|       0  |      0  |      1.4111  |     0.7178  |   0.6486  |               |              8.2535  |
|       0  |      1  |      1.3125  |     0.7803  |   0.6536  |               |              8.6576  |
|       0  |      2  |      1.1797  |     0.8477  |   0.8073  |               |              9.0625  |
|       0  |      3  |      1.1445  |     0.8623  |   0.8457  |               |              9.4376  |
|       0  |      4  |      1.1396  |     0.8730  |   0.8656  |               |              9.8089  |
|       0  |      5  |      1.0928  |     0.8838  |   0.8557  |               |             10.1840  |
|       0  |      6  |      1.0361  |     0.9287  |   0.8785  |               |             10.5563  |
|       0  |      7  |      1.0117  |     0.9395  |   0.9042  |               |             10.9295  |
|       0  |      8  |      0.9590  |     0.9717  |   0.9258  |               |             11.3039  |
|       0  |      9  |      0.9355  |     0.9814  |   0.9327  |               |             11.5318  |
|       0  |   eval  |      0.9355  |     0.9814  |   0.9327  |       0.9368  |             11.6425  |
------------------------------------------------------------------------------------------------------
|       1  |      0  |      1.4160  |     0.7080  |   0.6725  |               |              0.4152  |
|       1  |      1  |      1.2979  |     0.7939  |   0.7301  |               |              0.8213  |
|       1  |      2  |      1.2070  |     0.8398  |   0.8147  |               |              1.2313  |
|       1  |      3  |      1.1416  |     0.8730  |   0.8342  |               |              1.6063  |
|       1  |      4  |      1.1191  |     0.8740  |   0.8327  |               |              1.9808  |
|       1  |      5  |      1.0713  |     0.9111  |   0.8736  |               |              2.3584  |
|       1  |      6  |      1.0400  |     0.9219  |   0.8907  |               |              2.7326  |
|       1  |      7  |      1.0088  |     0.9434  |   0.9029  |               |              3.1095  |
|       1  |      8  |      0.9688  |     0.9668  |   0.9231  |               |              3.4827  |
|       1  |      9  |      0.9443  |     0.9717  |   0.9291  |               |              3.7121  |
|       1  |   eval  |      0.9443  |     0.9717  |   0.9291  |       0.9355  |              3.8237  |
------------------------------------------------------------------------------------------------------
|       2  |      0  |      1.4141  |     0.7217  |   0.6698  |               |              0.4088  |
|       2  |      1  |      1.2754  |     0.7949  |   0.7641  |               |              0.8192  |
|       2  |      2  |      1.1885  |     0.8418  |   0.6560  |               |              1.2305  |
|       2  |      3  |      1.1807  |     0.8340  |   0.8405  |               |              1.6065  |
|       2  |      4  |      1.1377  |     0.8643  |   0.8488  |               |              1.9817  |
|       2  |      5  |      1.0879  |     0.9082  |   0.8679  |               |              2.3557  |
|       2  |      6  |      1.0439  |     0.9199  |   0.8884  |               |              2.7316  |
|       2  |      7  |      1.0137  |     0.9414  |   0.9025  |               |              3.1070  |
|       2  |      8  |      0.9653  |     0.9678  |   0.9244  |               |              3.4806  |
|       2  |      9  |      0.9463  |     0.9795  |   0.9305  |               |              3.7121  |
|       2  |   eval  |      0.9463  |     0.9795  |   0.9305  |       0.9367  |              3.8238  |
------------------------------------------------------------------------------------------------------
|       3  |      0  |      1.4639  |     0.6855  |   0.5470  |               |              0.4995  |
|       3  |      1  |      1.2676  |     0.8086  |   0.6592  |               |              0.9072  |
|       3  |      2  |      1.2041  |     0.8330  |   0.7687  |               |              1.3162  |
|       3  |      3  |      1.1445  |     0.8545  |   0.8106  |               |              1.6909  |
|       3  |      4  |      1.1240  |     0.8711  |   0.8384  |               |              2.0679  |
|       3  |      5  |      1.0908  |     0.8848  |   0.8770  |               |              2.4427  |
|       3  |      6  |      1.0371  |     0.9229  |   0.8979  |               |              2.8184  |
|       3  |      7  |      1.0098  |     0.9365  |   0.9106  |               |              3.1939  |
|       3  |      8  |      0.9570  |     0.9736  |   0.9230  |               |              3.5691  |
|       3  |      9  |      0.9380  |     0.9814  |   0.9312  |               |              3.8007  |
|       3  |   eval  |      0.9380  |     0.9814  |   0.9312  |       0.9371  |              3.9127  |
------------------------------------------------------------------------------------------------------
|       4  |      0  |      1.4414  |     0.7070  |   0.5771  |               |              0.5000  |
|       4  |      1  |      1.2539  |     0.8213  |   0.6992  |               |              0.9079  |
|       4  |      2  |      1.2246  |     0.8271  |   0.8004  |               |              1.3203  |
|       4  |      3  |      1.1924  |     0.8340  |   0.7408  |               |              1.6946  |
|       4  |      4  |      1.1182  |     0.8799  |   0.8632  |               |              2.0720  |
|       4  |      5  |      1.0762  |     0.9043  |   0.8812  |               |              2.4479  |
|       4  |      6  |      1.0449  |     0.9219  |   0.9021  |               |              2.8235  |
|       4  |      7  |      1.0137  |     0.9346  |   0.9193  |               |              3.2017  |
|       4  |      8  |      0.9736  |     0.9629  |   0.9243  |               |              3.5760  |
|       4  |      9  |      0.9297  |     0.9863  |   0.9357  |               |              3.8072  |
|       4  |   eval  |      0.9297  |     0.9863  |   0.9357  |       0.9395  |              3.9195  |
------------------------------------------------------------------------------------------------------
|       5  |      0  |      1.4326  |     0.7207  |   0.6666  |               |              0.4929  |
|       5  |      1  |      1.2793  |     0.7939  |   0.6880  |               |              0.8981  |
|       5  |      2  |      1.1953  |     0.8408  |   0.8394  |               |              1.3120  |
|       5  |      3  |      1.1455  |     0.8799  |   0.8413  |               |              1.6874  |
|       5  |      4  |      1.1318  |     0.8730  |   0.8487  |               |              2.0667  |
|       5  |      5  |      1.0889  |     0.8945  |   0.8645  |               |              2.4431  |
|       5  |      6  |      1.0479  |     0.9199  |   0.8920  |               |              2.8186  |
|       5  |      7  |      1.0088  |     0.9346  |   0.8990  |               |              3.1989  |
|       5  |      8  |      0.9580  |     0.9688  |   0.9313  |               |              3.5736  |
|       5  |      9  |      0.9556  |     0.9678  |   0.9335  |               |              3.8062  |
|       5  |   eval  |      0.9556  |     0.9678  |   0.9335  |       0.9395  |              3.9192  |
------------------------------------------------------------------------------------------------------
|       6  |      0  |      1.4355  |     0.7061  |   0.6660  |               |              0.4757  |
|       6  |      1  |      1.2617  |     0.8135  |   0.7740  |               |              0.8841  |
|       6  |      2  |      1.2236  |     0.8271  |   0.8031  |               |              1.2981  |
|       6  |      3  |      1.1787  |     0.8428  |   0.8470  |               |              1.6743  |
|       6  |      4  |      1.1104  |     0.8838  |   0.8423  |               |              2.0524  |
|       6  |      5  |      1.0830  |     0.9004  |   0.8840  |               |              2.4289  |
|       6  |      6  |      1.0430  |     0.9121  |   0.8999  |               |              2.8061  |
|       6  |      7  |      1.0352  |     0.9307  |   0.8949  |               |              3.1851  |
|       6  |      8  |      0.9756  |     0.9600  |   0.9264  |               |              3.5603  |
|       6  |      9  |      0.9351  |     0.9834  |   0.9337  |               |              3.7932  |
|       6  |   eval  |      0.9351  |     0.9834  |   0.9337  |       0.9393  |              3.9059  |
------------------------------------------------------------------------------------------------------
|       7  |      0  |      1.4150  |     0.7314  |   0.6801  |               |              0.5049  |
|       7  |      1  |      1.2520  |     0.8086  |   0.7065  |               |              0.9132  |
|       7  |      2  |      1.2021  |     0.8379  |   0.8013  |               |              1.3280  |
|       7  |      3  |      1.1416  |     0.8760  |   0.8425  |               |              1.7050  |
|       7  |      4  |      1.1230  |     0.8818  |   0.8529  |               |              2.0840  |
|       7  |      5  |      1.0781  |     0.9014  |   0.8578  |               |              2.4614  |
|       7  |      6  |      1.0430  |     0.9170  |   0.8864  |               |              2.8380  |
|       7  |      7  |      1.0293  |     0.9297  |   0.8897  |               |              3.2161  |
|       7  |      8  |      0.9517  |     0.9746  |   0.9260  |               |              3.5919  |
|       7  |      9  |      0.9360  |     0.9756  |   0.9323  |               |              3.8233  |
|       7  |   eval  |      0.9360  |     0.9756  |   0.9323  |       0.9387  |              3.9359  |
------------------------------------------------------------------------------------------------------
|       8  |      0  |      1.3916  |     0.7373  |   0.6810  |               |              0.4146  |
|       8  |      1  |      1.3076  |     0.7725  |   0.6223  |               |              0.8232  |
|       8  |      2  |      1.2100  |     0.8350  |   0.8192  |               |              1.2377  |
|       8  |      3  |      1.1729  |     0.8516  |   0.7814  |               |              1.6150  |
|       8  |      4  |      1.1074  |     0.8848  |   0.8659  |               |              1.9942  |
|       8  |      5  |      1.0830  |     0.9033  |   0.8421  |               |              2.3710  |
|       8  |      6  |      1.0342  |     0.9287  |   0.8913  |               |              2.7488  |
|       8  |      7  |      1.0059  |     0.9443  |   0.9084  |               |              3.1264  |
|       8  |      8  |      0.9678  |     0.9570  |   0.9256  |               |              3.5038  |
|       8  |      9  |      0.9395  |     0.9795  |   0.9306  |               |              3.7365  |
|       8  |   eval  |      0.9395  |     0.9795  |   0.9306  |       0.9384  |              3.8489  |
------------------------------------------------------------------------------------------------------
|       9  |      0  |      1.4775  |     0.6660  |   0.6287  |               |              0.4959  |
|       9  |      1  |      1.2529  |     0.8047  |   0.7415  |               |              0.9060  |
|       9  |      2  |      1.2100  |     0.8477  |   0.6768  |               |              1.3211  |
|       9  |      3  |      1.1484  |     0.8643  |   0.7998  |               |              1.6967  |
|       9  |      4  |      1.0996  |     0.8896  |   0.8579  |               |              2.0762  |
|       9  |      5  |      1.0752  |     0.9033  |   0.8658  |               |              2.4530  |
|       9  |      6  |      1.0342  |     0.9219  |   0.8838  |               |              2.8303  |
|       9  |      7  |      1.0225  |     0.9268  |   0.8982  |               |              3.2088  |
|       9  |      8  |      0.9692  |     0.9600  |   0.9241  |               |              3.5864  |
|       9  |      9  |      0.9424  |     0.9766  |   0.9309  |               |              3.8199  |
|       9  |   eval  |      0.9424  |     0.9766  |   0.9309  |       0.9362  |              3.9331  |
------------------------------------------------------------------------------------------------------
|      10  |      0  |      1.4287  |     0.7090  |   0.6857  |               |              0.5025  |
|      10  |      1  |      1.2695  |     0.7920  |   0.7409  |               |              0.9135  |
|      10  |      2  |      1.1963  |     0.8359  |   0.7518  |               |              1.3286  |
|      10  |      3  |      1.1670  |     0.8506  |   0.8080  |               |              1.7053  |
|      10  |      4  |      1.1230  |     0.8740  |   0.8524  |               |              2.0848  |
|      10  |      5  |      1.0859  |     0.9033  |   0.8483  |               |              2.4614  |
|      10  |      6  |      1.0361  |     0.9238  |   0.8979  |               |              2.8403  |
|      10  |      7  |      1.0088  |     0.9424  |   0.9109  |               |              3.2199  |
|      10  |      8  |      0.9761  |     0.9570  |   0.9270  |               |              3.5967  |
|      10  |      9  |      0.9478  |     0.9756  |   0.9331  |               |              3.8293  |
|      10  |   eval  |      0.9478  |     0.9756  |   0.9331  |       0.9369  |              3.9423  |
------------------------------------------------------------------------------------------------------
|      11  |      0  |      1.4531  |     0.7002  |   0.6395  |               |              0.4148  |
|      11  |      1  |      1.2559  |     0.8066  |   0.7049  |               |              0.8259  |
